da	63029
ya	31656
a	27781
ba	18611
yi	15927
su	14409
ta	13769
na	12266
ne	10600
suka	10370
kuma	10287
shi	8807
ka	8539
za	7954
ce	7842
Yahweh	7629
ku	7628
mai	7422
nan	7281
ga	6503
daga	6480
cikin	5853
wa	5558
yă	5426
sai	5396
zai	5091
sa	4991
domin	4989
Allah	4822
masu	4773
Sai	4647
kuwa	4230
ni	4111
dukan	4050
yake	3968
wanda	3961
haka	3737
abin	3685
wurin	3665
aka	3588
ko	3576
kai	3510
zama	3496
Ya	3491
Isra	3348
yana	3338
kamar	3315
har	3217
suna	3183
mu	3079
kan	3065
cewa	2889
ila	2874
ji	2857
zuwa	2843
waɗanda	2815
A	2809
in	2679
suke	2643
ɗan	2639
wannan	2625
Amma	2612
an	2556
sun	2417
masa	2377
ma	2365
wani	2329
zan	2296
tare	2255
yadda	2226
ƙasar	2188
Yesu	2155
mutanen	2138
yan	2124
amma	2121
Da	1994
gama	1909
ɗaya	1896
faɗa	1855
musu	1822
yin	1803
Sa	1790
Ba	1768
sarki	1736
ci	1706
iya	1640
yaƙi	1635
Mai	1609
saboda	1601
zo	1598
sha	1595
Sarki	1590
mutane	1580
Gama	1580
Ku	1566
jama	1540
ad	1526
Ubangiji	1520
biyu	1517
mutum	1510
kawo	1402
mini	1399
Yahuda	1394
Dawuda	1374
bi	1367
tafi	1364
duk	1335
ina	1327
ciki	1320
magana	1313
Musa	1313
mutumin	1297
Za	1292
lokacin	1261
kada	1236
kuka	1234
Urushalima	1199
Ga	1164
Ka	1157
kashe	1129
sami	1128
shiga	1121
wato	1116
al	1112
ƙasa	1086
yawa	1085
mutu	1080
sama	1061
muku	1059
duniya	1051
Na	1046
miƙa	1041
gaban	1027
amsa	1025
ar	1023
san	1015
Ta	1015
gare	1003
bai	1003
sosai	999
bisa	993
bar	990
rai	980
rana	954
ke	946
zuriyar	944
tashi	939
Idan	938
Suka	933
Saboda	933
kowane	926
shekara	916
gidan	911
gaskiya	905
mata	900
kyau	895
nuna	893
ban	885
yakan	882
waɗannan	881
maza	865
inda	860
hadaya	857
Kada	847
marar	838
zauna	832
waɗansu	828
kansa	824
ita	816
Ni	814
sāke	811
ɗauki	808
ruwa	805
wata	804
ruwan	800
Masar	797
gaba	796
uku	792
kasance	791
ɗari	787
irin	787
Gidan	787
birnin	785
tana	784
Zan	781
dā	767
kama	766
Wannan	766
take	763
Yahudawa	759
idan	756
dai	755
babu	750
yankin	743
wadda	741
Duk	741
kira	740
hannun	740
so	736
maka	736
babban	736
ƙara	729
goma	728
koma	724
sani	718
dubu	718
game	713
sauran	708
Almasihu	708
mulkin	706
zunubi	701
Bari	700
taɓa	695
ake	693
ranar	687
bakwai	686
fi	682
sarkin	679
farin	674
kome	673
cika	670
bakin	669
halaka	666
In	665
ƙarfi	661
don	657
yanzu	656
duka	651
kayan	650
Ko	646
wuta	645
An	643
ki	641
kusa	634
aika	634
mulki	629
aikata	629
ilawa	628
abu	622
firist	620
abinci	619
daidai	617
ƙi	614
kansu	612
Ai	610
jin	609
nake	595
kowa	595
rubuta	593
mana	590
aikin	590
abada	589
Mat	589
tun	588
abokan	585
gudu	584
gani	577
garin	576
Daga	573
tsarki	572
fita	569
abubuwan	569
M	568
kwana	565
sujada	564
shirya	564
riga	564
maganar	563
kun	560
adalci	559
tafiya	555
Ina	555
manyan	554
kafa	553
ana	553
akwai	553
gina	552
tsoro	550
Bayan	550
fara	548
kewaye	545
zuciya	542
kiyaye	541
bayan	541
zinariya	539
biyar	538
Yakub	538
hikima	528
muka	525
zaman	524
To	524
Fir	524
Dukan	522
Tsarki	521
guda	519
Luk	518
laifi	517
aiki	517
amfani	513
tsaya	511
sojojin	506
fito	506
baƙin	506
me	504
Shawulu	503
huɗu	497
gāba	491
mugunta	488
kuke	488
addu	481
yawan	479
riƙe	477
hanyar	477
Shi	477
Koyarwar	477
Aka	474
shari	473
keɓe	471
kaɗai	469
lura	463
Kai	463
kuna	462
daji	461
L	461
bauta	459
Fit	459
bari	455
Babila	454
yau	452
rufe	452
ƙa	443
marasa	443
sukan	442
girma	442
can	441
mun	440
hanya	439
hidima	437
ummai	435
kowace	435
fāɗi	433
ƙofar	432
abubuwa	432
fa	427
juya	426
gane	426
shugaban	424
Solomon	423
Allahnku	418
je	417
bin	417
kawar	414
auna	414
kafin	413
cin	412
iri	410
Haruna	410
yarda	409
kake	408
mutuwa	407
inabi	407
fitar	406
yar	403
sojoji	403
rashin	402
ɗaukaka	401
lafiya	401
wajen	399
albarka	398
neman	396
lokaci	396
Mar	392
tā	390
firistoci	390
bayyana	388
faru	387
azurfa	387
shugabannin	385
to	384
Sha	381
hannu	378
nasara	377
daɗi	374
farko	372
Yoh	372
ashirin	366
fushi	365
Adam	365
tsoron	364
bagaden	361
Ɗan	360
Sun	360
dangin	358
kana	357
banza	356
haifi	355
Bulus	354
itacen	353
Domin	352
Yanzu	351
gaya	348
Yusuf	344
mala	343
ƙarya	342
hukunta	342
Zai	342
Tentin	341
Kogin	340
Haka	340
mutanensa	338
teku	336
ayyukan	335
Yi	334
ɓoye	333
uwansa	333
gida	332
Ibrahim	332
ƙarfin	331
ɗaga	331
tuddai	331
Don	331
Masu	330
wahala	329
tuna	329
karɓi	329
iko	329
kaina	328
labari	327
kawai	326
biyayya	324
kanku	323
ƙonawa	322
gari	322
alheri	321
yansa	319
jiki	317
Mutanen	317
dawo	316
Waɗannan	316
kunya	315
ƙwace	313
samun	313
cikinsu	311
iyakar	310
ganin	309
baya	308
mace	305
daraja	305
rubuce	304
kaɗan	304
mafi	303
buɗe	301
umarce	300
muna	300
juna	300
hatsi	299
wuri	297
matattu	297
gefen	297
dare	296
babbar	296
Ana	296
mamaki	295
ƙauna	294
tara	294
yamma	293
Ranar	293
Sar	292
kanka	288
ƙarshe	287
kwanakin	287
Yoshuwa	287
hana	285
ikon	284
ƙarƙashin	283
same	282
Me	282
wuce	280
shida	279
nemi	279
sunan	278
annabi	278
ɗauke	275
ƙafa	275
Lawiyawa	275
Kamar	275
katanga	274
Yonatan	272
wuraren	270
fiye	270
ɗin	269
Far	269
takobi	268
tunani	267
yanka	266
murna	266
hankali	266
Runduna	265
zuba	263
tsaye	263
tattara	262
fili	262
dama	262
Su	262
sojojinsa	261
babansa	259
Kan	259
girmama	258
Hakika	258
Akwai	258
salama	257
daɗin	255
aminci	255
Ish	255
Sunan	254
I	254
Zab	253
Wuri	253
Irmiya	253
